SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
4541,71,91,0,0.397650746,2.755608,0.056126,13.414065,313.541107,5.741463,6.378731,6.117028,4.562366,9.060684,8.507971,0.245,5.6,943.130005,1.41,35.511311
4542,72,91,0,1.035703498,2.688183,0.057102,12.477975,318.832458,5.720224,6.372242,6.24084,4.426785,8.892661,8.038777,0.246,5.8,943.099976,1.41,34.888271
4543,73,91,0,0.975640211,2.758383,0.057748,14.352427,325.43811,5.774959,6.441116,6.225548,4.530605,9.029611,7.663957,0.261,5.4,943.25,1.45,35.046761
4544,74,91,0,1.616701938,2.755502,0.057485,11.9601,310.863434,5.695228,6.332253,6.137372,4.516724,9.08357,8.889801,0.28,5.6,943.119995,1.35,35.862316
4545,75,91,0,0.79537138,2.783273,0.058408,13.80512,312.459717,5.736884,6.377095,6.121889,4.581608,9.083222,8.522858,0.31,5.7,943.299988,1.42,35.608776
4546,76,91,0,0.625907682,2.791209,0.065814,12.739697,310.945557,5.701253,6.337091,6.118453,4.558025,9.170607,8.810972,0.296,5.7,943.369995,1.4,36.178295
4547,77,91,0,1.193792177,2.797505,0.058922,14.013082,310.287598,5.71958,6.356455,6.110056,4.603671,9.1818,8.580777,0.31,5.7,943.349976,1.4,36.11211
4548,78,91,0,1.262922836,2.812128,0.058815,15.652032,314.939606,5.780532,6.426324,6.079646,4.648449,9.103436,8.016542,0.298,5.4,943.429993,1.49,35.414631
4549,79,91,0,1.010994133,2.831393,0.055533,14.706343,315.391998,5.738693,6.381684,6.112033,4.649582,9.171317,8.459897,0.296,5.4,943.539978,1.43,35.92828
4550,80,91,0,0.669816888,2.815108,0.055339,13.842456,309.784088,5.697375,6.33091,6.113205,4.601827,9.174314,8.802094,0.302,5.7,943.400024,1.44,36.22826
4551,81,91,0,1.808499366,2.791089,0.056777,15.080451,313.900543,5.73278,6.377051,6.121233,4.61176,9.085116,8.439658,0.28,5.6,943.570007,1.38,35.616447
4552,82,91,0,1.662586001,0.000175,3776.900635,131.351044,-0.039765,10.000004,10.00001,10.000033,-0.000042,-0.000081,-0.000219,0.229,5.6,0,0,-0.000203
4553,83,91,0,1.296957345,2.788224,0.057137,9.137633,291.621246,5.329466,5.920352,6.21087,4.611151,9.50109,0.023561,0.339,6.1,943.659973,2.18,40.120464
4554,84,91,0,1.084319982,2.707962,0.059507,14.242521,315.468445,5.744458,6.39046,6.149292,4.454925,8.82632,7.950275,0.305,5.5,943.640015,1.48,34.529282
4555,85,91,0,0.576653098,2.71789,0.057968,13.56311,311.774933,5.721517,6.359989,6.108611,4.465093,8.914807,8.400687,0.279,5.6,943.809998,1.41,35.042542
4556,86,91,0,1.227032293,2.706012,0.060403,13.982749,313.156891,5.745592,6.390841,6.124152,4.431307,8.889178,8.329191,0.258,5.6,943.940002,1.45,34.773113
4557,87,91,0,0.59173641,2.674102,0.059751,11.528152,312.553711,5.71723,6.358028,6.11914,4.373746,8.901113,8.552892,0.279,5.7,943.940002,1.43,34.999496
4558,88,91,0,1.220792982,2.750159,0.060944,12.424464,314.193359,5.721484,6.362897,6.117981,4.501499,9.131307,8.601006,0.305,5.7,943.97998,1.44,35.877159
4559,89,91,0,0.351295907,2.786033,0.062,14.330029,313.528717,5.730289,6.374034,6.107083,4.567595,9.155116,8.53803,0.301,5.6,944.059998,1.45,35.90786
4560,90,91,0,0.925652969,2.793031,0.057426,13.471096,310.837097,5.713734,6.352712,6.112515,4.597623,9.214767,8.768607,0.271,5.6,944.159973,1.42,36.263119
4561,91,91,0,1.32071629,2.799366,0.060354,14.111627,310.269531,5.71816,6.356442,6.110255,4.612397,9.136384,8.807691,0.315,5.6,944.210022,1.42,35.933559
4562,92,91,0,0.618435146,2.726641,0.063694,14.412875,312.158112,5.722144,6.361276,6.10845,4.527417,8.927177,8.456272,0.329,5.6,944.289978,1.4,35.084068
4563,93,91,0,0.668910597,2.735842,0.066755,14.629096,316.403168,5.778917,6.429198,6.082005,4.542603,8.912556,7.862052,0.319,5.3,944.349976,1.52,34.656559
4564,94,91,0,0.852359518,2.740135,0.057677,12.664986,309.987579,5.706552,6.342319,6.110728,4.494637,9.02265,8.654015,0.294,5.7,944.349976,1.42,35.565266
4565,95,91,0,0.777086201,0.000114,5689.876465,159.841324,-0.044929,9.99998,9.999995,10.000014,-0.000091,0.000066,-0.000297,0.27,3.9,0,0,0.000165
4566,96,91,0,1.092362448,2.27274,0.070087,2.236705,321.933624,5.469481,6.109787,6.354931,3.276738,7.953218,0.01846,0.312,4.9,943.710022,1.48,32.542946
4567,97,91,0,0.978572136,2.245034,0.074918,8.916116,310.190002,5.771549,6.404275,6.159625,3.182124,7.292329,6.489188,0.244,5.4,944.400024,1.4,28.466644
4568,98,91,0,1.066681257,2.745255,0.057918,15.099178,265.483185,6.399527,7.11977,6.409204,4.429085,8.844405,0.02028,0.267,5.6,944.859985,1.41,31.055796
4569,99,91,0,1.179186196,2.812404,0.060247,15.722698,323.943573,5.783602,6.448354,6.181342,4.643667,9.064005,7.292079,0.308,5.4,944.859985,1.41,35.14077
4570,100,91,0,0.754720133,2.785977,0.062392,14.352107,312.575897,5.716483,6.356149,6.107052,4.580073,9.093543,8.503326,0.317,5.7,944.690002,1.41,35.766716
4571,101,91,0,0.434986221,2.194104,0.061975,19.21874,305.404755,5.739802,6.363733,6.026457,3.522281,6.888701,3.344207,0.321,4.5,945.01001,2.2,27.062344
4572,102,91,0,0.954650237,1.936177,0.062909,13.923595,310.059875,5.784569,6.417418,6.036652,3.293342,6.54695,3.819145,0.313,4.9,944.940002,1.63,25.504612
4573,103,91,0,1.001179202,2.755583,0.060867,13.817937,312.556274,5.784279,6.428458,6.069591,4.503942,9.016656,7.746793,0.299,5.3,945.059998,1.48,35.065392
4574,104,91,0,0.949437924,2.058776,0.079373,11.577517,306.51767,5.848851,6.474728,6.062854,2.914543,6.465433,5.169574,0.288,4.9,944.950012,1.34,24.964111
4575,105,91,0,1.062380421,2.789478,0.057586,16.213196,314.772278,5.769472,6.414004,6.084026,4.584129,8.997311,7.967531,0.281,5.5,945.219971,1.48,35.069008
4576,106,91,0,0.650980008,2.813986,0.057114,17.229429,324.042725,5.805014,6.468342,6.169453,4.636511,9.023317,7.072778,0.278,5.4,945.200012,1.44,34.874924
4577,107,91,0,0.473505263,2.76977,0.066777,14.381218,311.799713,5.753413,6.391948,6.080226,4.548896,8.995324,7.986921,0.266,5.5,945.219971,1.44,35.182251
4578,108,91,0,0.628155252,2.742193,0.056841,14.599646,311.484711,5.766569,6.406059,6.07653,4.530066,8.955833,8.017715,0.264,5.5,945.159973,1.46,34.950634
4579,109,91,0,1.18924888,1.646955,0.084595,1.887848,296.641479,5.815668,6.420069,6.027987,2.445962,5.819995,4.639287,0.274,5,944.75,1.29,22.66329
4580,110,91,0,1.028345406,1.433601,0.085905,11.488361,286.215271,5.881373,6.474545,6.020737,1.74263,5.172399,4.319511,0.253,5.3,944.630005,2.42,19.972054
4581,111,91,0,0.928063674,2.780697,0.059108,14.523707,313.287048,5.775689,6.417418,6.085701,4.5397,9.052581,7.476887,0.269,5.3,945.320007,1.52,35.265663
4582,112,91,0,1.73403238,2.115139,0.079202,4.963415,303.138672,5.846077,6.461833,6.103251,2.839883,6.915188,5.972121,0.263,5.3,945.23999,1.43,26.753973
4583,113,91,0,0.764323783,2.775141,0.055489,19.390438,330.137634,5.864721,6.53741,6.064268,4.575555,8.701147,6.17421,0.265,5,945.429993,1.89,33.274445
4584,114,91,0,0.696278864,2.370387,0.063353,19.876221,315.2789,5.848785,6.49613,6.072758,3.883701,7.369,4.445797,0.256,4.8,945.450012,2.07,28.359194
4585,115,91,0,0.986436529,2.70307,0.060247,16.304464,312.448364,5.828928,6.471189,6.063412,4.478911,8.689523,7.422966,0.262,5.2,945.48999,1.49,33.570038
4586,116,91,0,0.247018403,2.53325,0.070204,14.436734,312.549072,5.847041,6.490375,6.062787,4.062888,8.259226,6.584621,0.267,4.8,945.330017,1.83,31.81336
4587,117,91,0,1.640562571,2.489166,0.058925,16.134375,317.691162,5.856303,6.499774,6.100061,3.939589,7.930675,6.132521,0.282,5.1,945.380005,1.78,30.503656
4588,118,91,0,0.231321732,2.775857,0.055408,15.184741,310.627411,5.81241,6.450345,6.070971,4.540455,8.994157,7.659184,0.286,5.4,945.390015,1.53,34.859207
4589,119,91,0,0.919792101,2.597629,0.06092,17.159681,310.157471,5.869517,6.504561,6.041238,4.193868,8.228927,6.630288,0.27,5,945.330017,1.8,31.627527
4590,120,91,0,0.66041671,2.306367,0.07687,15.613117,303.694336,5.87863,6.497444,6.035298,3.194706,7.064601,5.136082,0.275,4.7,945.309998,1.41,27.182234
4591,121,91,0,1.311287709,1.302367,0.081824,67.909225,252.626144,5.913918,6.439768,5.925723,1.676568,2.360815,0.02103,0.287,3.9,944.909973,1.34,9.164986
4592,122,91,0,1.519341606,2.262223,0.066704,29.892155,304.235046,5.90946,6.526666,6.009408,3.612897,6.457894,3.478204,0.259,4.1,945.320007,1.75,24.736574
4593,123,91,0,1.284200739,2.627923,0.056761,19.045082,318.424469,5.911345,6.562662,6.031775,4.417318,8.345442,5.713604,0.268,4.8,945.369995,1.8,31.791376
4594,124,91,0,0.867177897,2.56301,0.054559,27.629936,335.180573,6.060043,6.741526,4.877143,4.400253,7.89863,0.004299,0.267,5,945.539978,2.68,29.290955
4595,125,91,0,1.503065472,2.590038,0.05398,20.086391,309.286255,5.923182,6.555207,6.04172,4.245553,8.066084,6.041135,0.219,4.9,945.109985,1.95,30.762125
4596,126,91,0,1.457082908,1.854802,0.271721,99.696121,359.112457,6.50226,6.795493,6.555285,2.372293,1.569603,0.004441,0.239,3.1,946.909973,1.29,5.774428
4597,127,91,0,1.581628266,2.516854,0.050275,42.971287,349.926697,6.16652,6.871348,6.21902,4.400008,6.885886,0.008027,0.212,3.9,945.640015,2.5,25.052893
4598,128,91,0,0.971089683,2.405836,0.049585,69.924973,355.157104,6.248412,6.958666,6.232802,4.270024,6.434855,0.007011,0.226,3.6,945.590027,2.6,23.118134
4599,129,91,0,0.961489872,0.000326,4954.116699,113.02951,-0.012911,10.000018,10,10.000021,0.000193,-0.00017,-0.00016,0.25,2,0,0,-0.000424
4600,129,92,0,1.436376658,-0.000273,6768.990723,701424.4375,0.005164,9.999962,9.999981,9.999996,-0.000341,-0.000027,-0.000047,0.277,5.4,0,0,-0.000068
4601,128,92,0,1.367670378,0.003675,0.055323,41.753239,407.354736,4.916749,5.738875,5.064483,0.011755,0.012657,0.002925,0.257,3.1,0,0,0.055138
4602,127,92,0,0.953502469,2.625478,0.05588,22.162628,309.594055,5.947437,6.583075,6.028137,4.433284,8.211749,5.784085,0.226,5.5,944.919983,1.8,31.185083
4603,126,92,0,0.746181861,0.003784,0.118001,17.874468,473.735596,4.760653,5.729085,5.146781,0.005304,0.01199,0.004598,1000,4.5,0,0,0.052321
4604,125,92,0,0.979722676,2.525365,0.059989,31.3437,344.240814,6.07249,6.775013,4.86971,4.273246,7.515117,0.00424,0.248,4.2,945.359985,2.22,27.731005
4605,124,92,0,0.941340023,2.629676,0.063687,21.471931,320.549072,5.991835,6.645774,6.06943,4.432485,8.232733,5.503348,0.244,5.4,945.349976,2.25,30.969807
4606,123,92,0,1.232616092,2.205663,0.057851,17.13673,310.47403,5.929185,6.561559,6.035337,3.55874,7.068575,5.144778,0.277,4.8,945.349976,2,26.931765
4607,122,92,0,0.583169727,2.739596,0.055036,19.231293,312.111115,5.879146,6.518065,6.057794,4.616777,8.678884,6.882849,0.273,4.9,945.419983,1.64,33.287807
4608,121,92,0,1.564115981,2.788181,0.064036,11.977526,256.796326,5.27093,5.790142,5.996401,4.34904,9.100038,5.013004,0.278,5.8,944.97998,1.43,39.29108
4609,120,92,0,1.04592122,2.290899,0.062385,19.759439,313.654724,5.889327,6.525591,6.035132,3.66261,7.197985,3.703175,0.295,4.4,945.340027,2.03,27.575987
4610,119,92,0,1.92425787,2.254568,0.066657,8.494161,309.073486,5.869015,6.495683,6.04546,3.368895,7.695045,5.984933,0.305,4.9,945.460022,1.63,29.615995
4611,118,92,0,0.998206218,2.637929,0.06136,21.062963,329.538055,5.960754,6.634613,6.035027,4.396369,8.312475,4.494744,0.385,5.4,945.679993,2.09,31.322384
4612,117,92,0,0.559333358,2.376647,0.067716,12.256319,311.488312,5.866006,6.502443,6.05269,3.722319,7.886215,6.184373,0.292,5.1,945.419983,1.73,30.3202
4613,116,92,0,1.259702213,2.762344,0.059598,9.250639,246.975372,5.21339,5.715627,6.007045,4.345596,9.123606,7.303454,0.271,6.3,944.919983,1.6,39.906406
4614,115,92,0,0.498048074,1.956995,0.071977,22.99749,293.268158,5.86775,6.476177,6.027368,2.756968,5.460886,4.515351,0.284,5.8,945.26001,1.3,21.080667
4615,114,92,0,0.542303134,2.829786,0.058487,17.971653,314.697937,5.821703,6.466253,6.064795,4.649141,8.990601,7.447678,0.273,5.2,945.390015,1.5,34.759701
4616,113,92,0,1.296386842,2.810933,0.060197,16.522287,313.155334,5.790616,6.428853,6.064692,4.602165,9.043393,7.677176,0.278,5.3,945.330017,1.54,35.167213
4617,112,92,0,1.065973685,2.772948,0.059447,14.871047,314.80481,5.796858,6.440245,6.078519,4.563749,9.062259,7.839479,0.27,5.3,945.340027,1.47,35.178234
4618,111,92,0,0.827852871,-0.000044,4463.609863,53955.72266,0.003615,9.999983,10.000004,9.999998,-0.000464,0.000081,-0.000405,0.258,8.1,0,0,0.000201
4619,110,92,0,0.879690531,2.721185,0.061875,10.925686,291.35788,5.383689,5.971862,6.255255,4.47532,9.167948,0.023208,0.306,6,944.77002,1.31,38.379772
4620,109,92,0,1.806855504,2.732885,0.056233,16.087648,316.172333,5.821294,6.469758,6.072651,4.525568,8.806459,7.486285,0.296,5.3,945.340027,1.53,34.02932
4621,108,92,0,0.825582417,2.727423,0.055612,16.284405,314.927216,5.809679,6.45667,6.066771,4.53374,8.811099,7.518153,0.273,5.4,945.349976,1.53,34.116268
4622,107,92,0,0.860173797,2.81731,0.054289,17.577263,319.425842,5.821926,6.476442,6.074678,4.661713,8.969602,7.526095,0.278,5.2,945.280029,1.56,34.623959
4623,106,92,0,0.652570023,1.900843,0.061867,19.593664,258.61673,5.238466,5.76072,5.945317,2.8088,5.605217,0.020608,0.249,5.4,945.309998,1.3,24.325157
4624,105,92,0,0.617769879,2.803366,0.057818,15.193535,315.833557,5.783452,6.430305,6.075756,4.594935,9.10478,7.887348,0.278,5.3,945.099976,1.53,35.397938
4625,104,92,0,0.303972965,-0.000078,4120.255371,367879.9375,-0.003615,9.999977,9.999983,10.000002,-0.000189,-0.000327,-0.000395,0.24,2.4,0,0,-0.000816
4626,103,92,0,1.087471763,0.000198,6916.142578,108.194695,0.038732,10.000006,10.000005,9.999973,0.000076,-0.000076,-0.000268,0.34,3.9,0,0,-0.000191
4627,102,92,0,1.358096962,2.006497,0.07074,26.889992,304.081665,5.375381,5.988537,6.20689,3.258462,5.868045,0.020613,0.321,4.8,945.26001,1.31,24.49699
4628,101,92,0,0.849950166,2.768303,0.06829,9.246881,256.712646,5.238578,5.759747,6.039056,4.336566,9.199257,6.523436,0.321,6.1,944.630005,1.63,39.929085
4629,100,92,0,1.047603018,2.809304,0.060041,15.642635,319.026123,5.781704,6.431159,6.087543,4.634593,9.069283,7.930478,0.327,5.5,944.919983,1.43,35.255238
4630,99,92,0,0.230848623,2.821212,0.054775,16.060616,318.423462,5.758303,6.40919,6.144493,4.653286,9.13166,7.947999,0.315,5.5,944.76001,1.42,35.6194
4631,98,92,0,0.599345915,0.637548,0.078958,11.677218,286.092865,5.891825,6.473083,6.00954,1.307874,2.811345,1.825496,0.34,4.8,945.059998,1.31,10.85783
4632,97,92,0,0.896419901,0.000135,5444.623047,375.111298,-0.03615,9.999996,10.000024,10.000001,-0.000135,-0.000258,0.000017,0.202,7.3,0,0,-0.000645
4633,96,92,0,1.123951771,2.245155,0.075584,19.68807,251.122818,5.259095,5.77562,6.233651,2.892191,6.06131,0.022482,0.287,5.5,943.559998,1.32,26.236622
4634,95,92,0,0.901757313,2.745838,0.057066,13.567623,311.428925,5.72684,6.364843,6.107307,4.491998,8.987083,8.502233,0.306,5.8,944.400024,1.45,35.299702
4635,94,92,0,0.632293433,2.740624,0.070469,12.997744,311.626709,5.741007,6.383231,6.102519,4.497177,9.019276,8.293385,0.291,5.7,944.380005,1.48,35.3241
4636,93,92,0,1.464653659,2.770137,0.065614,13.239032,311.352997,5.700469,6.338187,6.11202,4.546071,9.089889,8.738195,0.309,5.7,944.25,1.39,35.853661
4637,92,92,0,1.61025403,2.795484,0.06198,14.456052,314.485168,5.741737,6.386064,6.100212,4.626161,9.139557,8.346447,0.325,5.6,944.25,1.42,35.779305
4638,91,92,0,0.872660911,2.819198,0.0615,8.134364,242.809845,5.160909,5.650505,6.029124,4.510161,9.591839,9.059433,0.305,6.5,943.98999,1.64,42.437973
4639,90,92,0,1.715646354,2.794966,0.06269,14.243896,318.398132,5.773078,6.422107,6.094495,4.619544,9.143202,8.161163,0.282,5.5,944.23999,1.49,35.59269
4640,89,92,0,0.763398169,2.78989,0.05782,13.937698,312.8078,5.739553,6.381604,6.105179,4.567555,9.119545,8.424929,0.456,5.5,944.169983,1.42,35.725914
4641,88,92,0,0.829709725,2.711622,0.059177,13.255226,316.372711,5.760075,6.406225,6.091796,4.480049,8.980167,8.151147,0.316,5.5,944.080017,1.44,35.044693
4642,87,92,0,1.055437876,2.699615,0.065144,11.1207,309.091034,5.686292,6.320556,6.119976,4.42317,9.057054,9.06448,0.281,5.7,944.030029,1.39,35.823803
4643,86,92,0,0.773613859,2.713606,0.062393,6.536556,242.000595,5.156178,5.646021,6.033247,4.365069,9.321741,9.116504,0.231,6.6,943.659973,1.53,41.275707
4644,85,92,0,0.600844692,2.689936,0.057264,13.458261,311.741882,5.731884,6.37136,6.099337,4.418622,8.815715,8.244138,0.27,5.7,943.76001,1.47,34.591183
4645,84,92,0,0.448277271,2.726838,0.05701,13.962715,309.541382,5.717247,6.353304,6.116016,4.512619,8.938656,8.575965,0.291,5.7,943.659973,1.45,35.173256
4646,83,92,0,1.187124154,2.768012,0.057601,15.94176,312.450928,5.758942,6.400438,6.099849,4.579033,8.907411,8.185845,0.31,5.5,943.659973,1.47,34.792191
4647,82,92,0,0.736517969,2.799657,0.056961,14.920959,313.1698,5.720048,6.36011,6.107869,4.613599,9.126804,8.535057,0.301,5.6,943.630005,1.36,35.875183
4648,81,92,0,1.285637445,2.846168,0.061405,8.454353,241.484695,5.147435,5.634855,6.035295,4.540656,9.57159,9.486208,0.293,6.7,943.419983,1.51,42.466003
4649,80,92,0,0.545830194,0.000392,6327.534668,117.662048,-0.009296,9.999977,9.999999,9.999973,-0.000072,-0.000047,-0.000474,0.237,7,0,0,-0.000117
4650,79,92,0,1.241038189,2.837998,0.064996,8.601601,281.990356,5.306518,5.878238,6.163367,4.585812,9.627925,0.027647,0.326,6.1,943.359985,1.53,40.947323
4651,78,92,0,1.706830063,2.799668,0.059201,15.651646,316.301941,5.764548,6.410662,6.10103,4.627147,9.153585,8.128471,0.307,5.5,943.549988,1.43,35.696724
4652,77,92,0,1.384075072,2.794494,0.055774,15.56128,314.477936,5.774299,6.419968,6.09945,4.601783,9.056068,8.126028,0.291,5.4,943.349976,1.47,35.26524
4653,76,92,0,0.720564546,2.79614,0.06432,6.653639,240.996658,5.144804,5.633916,6.040462,4.465024,9.585948,9.65092,0.282,6.6,943.02002,1.52,42.536789
4654,75,92,0,1.653069642,2.773443,0.056416,14.629175,315.545898,5.778784,6.424045,6.111276,4.586302,9.057481,8.145992,0.308,5.5,943.419983,1.45,35.248352
4655,74,92,0,0.661057314,-0.000064,3825.951416,752927.625,0.053709,10.000042,9.999993,10.000001,-0.000228,-0.000042,-0.000228,0.237,7.8,0,0,-0.000105
4656,73,92,0,0.281067591,2.769694,0.060028,6.823226,268.700531,5.23651,5.780796,6.092898,4.522831,9.602787,0.034416,0.304,6.3,943.179993,1.8,41.528828
4657,72,92,0,1.799558781,2.657715,0.061634,12.425034,324.791534,5.743766,6.409598,6.278315,4.363151,8.738971,7.655603,0.246,5.6,943.049988,1.37,34.085487
4658,71,92,0,0.848833247,2.708007,0.062966,7.315383,244.363266,5.159336,5.653605,6.040075,4.327815,9.267055,8.87256,0.234,6.5,942.75,1.56,40.978519
4659,70,92,0,1.178594903,2.740716,0.059019,13.096497,311.734131,5.726342,6.361689,6.120965,4.513379,9.017244,8.631024,0.27,5.7,943.059998,1.49,35.435738
4660,69,92,0,0.887789874,2.755675,0.062326,13.489416,310.25354,5.730274,6.369155,6.120421,4.532347,9.063416,8.525816,0.295,5.6,943.01001,1.39,35.575424
4661,68,92,0,1.300081018,2.723537,0.06274,10.58474,306.532135,5.638812,6.261766,6.138684,4.462297,9.096413,9.274442,0.29,5.9,942.710022,1.45,36.31728
4662,67,92,0,0.961897237,2.766666,0.058783,12.942508,307.505096,5.693703,6.324893,6.129616,4.550706,9.032833,8.958919,0.293,5.7,942.77002,1.39,35.703503
4663,66,92,0,0.397777042,0.000012,5689.876465,566535.125,0.003099,10.000031,10.000016,9.999969,-0.000135,0.000468,-0.000106,0.222,4,0,0,0.00117
4664,65,92,0,0.618126645,-0.000334,4561.711426,1782991.375,0.038216,9.999991,10.000003,10.000024,-0.000572,-0.000376,-0.000273,0.244,6.1,0,0,-0.000939
4665,64,92,0,1.602004494,2.663533,0.061097,11.154281,286.806061,5.321099,5.901373,6.235803,4.363637,8.909392,0.026244,0.223,6.2,942.309998,1.3,37.742878
4666,63,92,0,1.880318105,2.731524,0.058411,13.615519,310.233398,5.696485,6.329972,6.134236,4.521654,8.975341,8.842001,0.223,5.8,942.679993,1.36,35.447788
4667,62,92,0,0.792098124,2.644168,0.058896,14.782077,312.288269,5.749472,6.391701,6.118603,4.396305,8.628287,8.031199,0.237,5.6,942.700012,1.41,33.748013
4668,61,92,0,1.221409296,2.708369,0.058145,7.910635,244.873505,5.160678,5.655787,6.039792,4.377763,9.212755,8.838612,0.233,6.5,942.440002,1.59,40.722691
4669,60,92,0,1.112287725,2.690642,0.060528,11.746985,310.005646,5.692334,6.324866,6.140586,4.457029,8.950727,8.934697,0.238,5.7,942.549988,1.39,35.379116
4670,59,92,0,0.882210362,-0.000113,5984.180176,1169858.25,-0.018591,9.999966,10.00001,9.999995,-0.000493,0.000012,-0.000297,0.211,5.9,0,0,0.00003
4671,58,92,0,0.605996072,2.765272,0.058604,6.603192,274.35907,5.25265,5.804789,6.134464,4.516734,9.525767,0.031968,0.309,6.5,942.460022,1.55,41.025471
4672,57,92,0,0.780752308,2.742863,0.055973,13.685758,312.294464,5.743564,6.381163,6.127175,4.518451,8.972986,8.37574,0.293,5.5,942.640015,1.39,35.154194
4673,56,92,0,0.50672587,2.797542,0.064176,6.734746,242.690033,5.145897,5.639203,6.060508,4.502406,9.586722,9.646466,0.277,6.7,942.289978,1.63,42.500343
4674,55,92,0,0.781840868,2.782082,0.06243,13.822512,311.865295,5.726689,6.366442,6.137449,4.580215,9.0968,8.683676,0.29,5.7,942.450012,1.42,35.72168
4675,54,92,0,0.991231192,2.655227,0.061449,12.577837,314.246552,5.710279,6.353333,6.177413,4.342064,8.772187,8.435116,0.266,5.8,942.369995,1.43,34.518051
4676,53,92,0,0.917588622,2.796404,0.055974,14.165863,317.173676,5.705403,6.353317,6.216933,4.622256,9.183232,8.684882,0.247,5.9,942.419983,1.37,36.135578
4677,52,92,0,1.497940098,2.784037,0.059279,13.166533,311.39328,5.674549,6.311265,6.176208,4.593832,9.164652,8.904026,0.278,5.9,942.419983,1.4,36.302753
4678,51,92,0,0.989284479,2.81143,0.061086,7.82249,241.327698,5.137652,5.628003,6.057741,4.557917,9.492948,9.981325,0.271,6.7,942.25,1.6,42.168365
4679,50,92,0,0.957726913,2.700022,0.060757,11.02422,306.576019,5.647167,6.273905,6.159956,4.473221,9.065353,9.102224,0.249,6,942.25,1.41,36.123249
